,ROWHEADER,Test,ODI,T20,IPL,name,Final_Country,Categorey
5202,Highest,175.0,154.0,91.0,102.0,Travis Head,Australia,Batting
5203,Average,42.75,43.23,33.12,36.52,Travis Head,Australia,Batting
5204,SR,67.97,104.9,160.5,176.39,Travis Head,Australia,Batting
5205,Not Out,6.0,6.0,4.0,4.0,Travis Head,Australia,Batting
5206,Fours,454.0,315.0,114.0,106.0,Travis Head,Australia,Batting
5207,Sixes,32.0,67.0,53.0,49.0,Travis Head,Australia,Batting
5208,Ducks,7.0,3.0,2.0,4.0,Travis Head,Australia,Batting
5209,50s,18.0,17.0,5.0,7.0,Travis Head,Australia,Batting
5210,100s,9.0,6.0,0.0,1.0,Travis Head,Australia,Batting
5211,200s,0.0,0.0,0.0,0.0,Travis Head,Australia,Batting
5212,300s,0.0,0.0,0.0,0.0,Travis Head,Australia,Batting
5213,400s,0.0,0.0,0.0,0.0,Travis Head,Australia,Batting
5214,Matches,7.0,149.0,116.0,140.0,Glenn Maxwell,Australia,Batting
5215,Innings,14.0,136.0,106.0,134.0,Glenn Maxwell,Australia,Batting
5216,Runs,339.0,3990.0,2664.0,2812.0,Glenn Maxwell,Australia,Batting
5217,Balls,570.0,3149.0,1719.0,1809.0,Glenn Maxwell,Australia,Batting
5218,Highest,104.0,201.0,145.0,95.0,Glenn Maxwell,Australia,Batting
5219,Average,26.08,33.81,29.93,24.03,Glenn Maxwell,Australia,Batting
5220,SR,59.48,126.71,154.98,155.45,Glenn Maxwell,Australia,Batting
5221,Not Out,1.0,18.0,17.0,17.0,Glenn Maxwell,Australia,Batting
5222,Fours,33.0,382.0,224.0,236.0,Glenn Maxwell,Australia,Batting
5223,Sixes,7.0,155.0,137.0,161.0,Glenn Maxwell,Australia,Batting
5224,Ducks,0.0,12.0,4.0,19.0,Glenn Maxwell,Australia,Batting
5225,50s,0.0,23.0,11.0,18.0,Glenn Maxwell,Australia,Batting
5226,100s,1.0,4.0,5.0,0.0,Glenn Maxwell,Australia,Batting
5227,200s,0.0,1.0,0.0,0.0,Glenn Maxwell,Australia,Batting
5228,300s,0.0,0.0,0.0,0.0,Glenn Maxwell,Australia,Batting
5229,400s,0.0,0.0,0.0,0.0,Glenn Maxwell,Australia,Batting
5230,Matches,0.0,71.0,74.0,101.0,Marcus Stoinis,Australia,Batting
5231,Innings,0.0,64.0,61.0,92.0,Marcus Stoinis,Australia,Batting
5232,Runs,0.0,1495.0,1245.0,1925.0,Marcus Stoinis,Australia,Batting
5233,Balls,0.0,1591.0,838.0,1354.0,Marcus Stoinis,Australia,Batting
5234,Highest,0.0,146.0,78.0,124.0,Marcus Stoinis,Australia,Batting
5235,Average,0.0,26.7,31.92,27.9,Marcus Stoinis,Australia,Batting
5236,SR,0.0,93.97,148.57,142.18,Marcus Stoinis,Australia,Batting
5237,Not Out,0.0,8.0,22.0,23.0,Marcus Stoinis,Australia,Batting
5238,Fours,0.0,134.0,99.0,152.0,Marcus Stoinis,Australia,Batting
5239,Sixes,0.0,49.0,63.0,97.0,Marcus Stoinis,Australia,Batting
5240,Ducks,0.0,5.0,2.0,9.0,Marcus Stoinis,Australia,Batting
5241,50s,0.0,6.0,5.0,9.0,Marcus Stoinis,Australia,Batting
5242,100s,0.0,1.0,0.0,1.0,Marcus Stoinis,Australia,Batting
5243,200s,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia,Batting
5244,300s,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia,Batting
5245,400s,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia,Batting
5246,Matches,4.0,16.0,24.0,62.0,Moises Henriques,Australia,Batting
5247,Innings,8.0,15.0,21.0,54.0,Moises Henriques,Australia,Batting
5248,Runs,164.0,117.0,355.0,1000.0,Moises Henriques,Australia,Batting
5249,Balls,346.0,192.0,285.0,788.0,Moises Henriques,Australia,Batting
5250,Highest,81.0,22.0,62.0,74.0,Moises Henriques,Australia,Batting
5251,Average,23.43,9.0,20.88,27.78,Moises Henriques,Australia,Batting
5252,SR,47.4,60.94,124.57,126.91,Moises Henriques,Australia,Batting
5253,Not Out,1.0,2.0,4.0,18.0,Moises Henriques,Australia,Batting
5254,Fours,12.0,10.0,17.0,87.0,Moises Henriques,Australia,Batting
5255,Sixes,2.0,0.0,15.0,28.0,Moises Henriques,Australia,Batting
5256,Ducks,2.0,0.0,0.0,2.0,Moises Henriques,Australia,Batting
5257,50s,2.0,0.0,2.0,5.0,Moises Henriques,Australia,Batting
5258,100s,0.0,0.0,0.0,0.0,Moises Henriques,Australia,Batting
5259,200s,0.0,0.0,0.0,0.0,Moises Henriques,Australia,Batting
5260,300s,0.0,0.0,0.0,0.0,Moises Henriques,Australia,Batting
5261,400s,0.0,0.0,0.0,0.0,Moises Henriques,Australia,Batting
5262,Matches,28.0,28.0,13.0,29.0,Cameron Green,Australia,Batting
5263,Innings,43.0,24.0,12.0,28.0,Cameron Green,Australia,Batting
5264,Runs,1377.0,626.0,263.0,707.0,Cameron Green,Australia,Batting
5265,Balls,2835.0,756.0,172.0,460.0,Cameron Green,Australia,Batting
5266,Highest,174.0,89.0,62.0,100.0,Cameron Green,Australia,Batting
5267,Average,36.24,36.82,26.3,41.59,Cameron Green,Australia,Batting
5268,SR,48.58,82.81,152.91,153.7,Cameron Green,Australia,Batting
5269,Not Out,5.0,7.0,2.0,11.0,Cameron Green,Australia,Batting
5270,Fours,152.0,54.0,21.0,62.0,Cameron Green,Australia,Batting
5271,Sixes,13.0,12.0,16.0,32.0,Cameron Green,Australia,Batting
5272,Ducks,3.0,1.0,0.0,0.0,Cameron Green,Australia,Batting
5273,50s,6.0,2.0,3.0,2.0,Cameron Green,Australia,Batting
5274,100s,2.0,0.0,0.0,1.0,Cameron Green,Australia,Batting
5275,200s,0.0,0.0,0.0,0.0,Cameron Green,Australia,Batting
5276,300s,0.0,0.0,0.0,0.0,Cameron Green,Australia,Batting
5277,400s,0.0,0.0,0.0,0.0,Cameron Green,Australia,Batting
5278,Matches,5.0,22.0,49.0,0.0,Ashton Agar,Australia,Batting
5279,Innings,7.0,18.0,29.0,0.0,Ashton Agar,Australia,Batting
5280,Runs,195.0,322.0,279.0,0.0,Ashton Agar,Australia,Batting
5281,Balls,351.0,388.0,278.0,0.0,Ashton Agar,Australia,Batting
5282,Highest,98.0,48.0,29.0,0.0,Ashton Agar,Australia,Batting
5283,Average,32.5,24.77,11.63,0.0,Ashton Agar,Australia,Batting
5284,SR,55.56,82.99,100.36,0.0,Ashton Agar,Australia,Batting
5285,Not Out,1.0,5.0,5.0,0.0,Ashton Agar,Australia,Batting
5286,Fours,24.0,28.0,19.0,0.0,Ashton Agar,Australia,Batting
5287,Sixes,3.0,4.0,9.0,0.0,Ashton Agar,Australia,Batting
5288,Ducks,0.0,3.0,4.0,0.0,Ashton Agar,Australia,Batting
5289,50s,1.0,0.0,0.0,0.0,Ashton Agar,Australia,Batting
5290,100s,0.0,0.0,0.0,0.0,Ashton Agar,Australia,Batting
5291,200s,0.0,0.0,0.0,0.0,Ashton Agar,Australia,Batting
5292,300s,0.0,0.0,0.0,0.0,Ashton Agar,Australia,Batting
5293,400s,0.0,0.0,0.0,0.0,Ashton Agar,Australia,Batting
5294,Matches,0.0,0.0,10.0,16.0,Daniel Sams,Australia,Batting
5295,Innings,0.0,0.0,7.0,13.0,Daniel Sams,Australia,Batting
5296,Runs,0.0,0.0,106.0,44.0,Daniel Sams,Australia,Batting
5297,Balls,0.0,0.0,62.0,44.0,Daniel Sams,Australia,Batting
5298,Highest,0.0,0.0,41.0,15.0,Daniel Sams,Australia,Batting
5299,Average,0.0,0.0,26.5,4.89,Daniel Sams,Australia,Batting
5300,SR,0.0,0.0,170.97,100.0,Daniel Sams,Australia,Batting
5301,Not Out,0.0,0.0,3.0,4.0,Daniel Sams,Australia,Batting
5302,Fours,0.0,0.0,8.0,1.0,Daniel Sams,Australia,Batting
5303,Sixes,0.0,0.0,6.0,3.0,Daniel Sams,Australia,Batting
5304,Ducks,0.0,0.0,0.0,3.0,Daniel Sams,Australia,Batting
5305,50s,0.0,0.0,0.0,0.0,Daniel Sams,Australia,Batting
5306,100s,0.0,0.0,0.0,0.0,Daniel Sams,Australia,Batting
5307,200s,0.0,0.0,0.0,0.0,Daniel Sams,Australia,Batting
5308,300s,0.0,0.0,0.0,0.0,Daniel Sams,Australia,Batting
5309,400s,0.0,0.0,0.0,0.0,Daniel Sams,Australia,Batting
5310,Matches,2.0,4.0,0.0,1.0,Michael Neser,Australia,Batting
5311,Innings,3.0,4.0,0.0,0.0,Michael Neser,Australia,Batting
5312,Runs,56.0,11.0,0.0,0.0,Michael Neser,Australia,Batting
5313,Balls,72.0,29.0,0.0,0.0,Michael Neser,Australia,Batting
5314,Highest,35.0,6.0,0.0,0.0,Michael Neser,Australia,Batting
5315,Average,18.67,2.75,0.0,0.0,Michael Neser,Australia,Batting
5316,SR,77.78,37.94,0.0,0.0,Michael Neser,Australia,Batting
5317,Not Out,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5318,Fours,7.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5319,Sixes,1.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5320,Ducks,0.0,1.0,0.0,0.0,Michael Neser,Australia,Batting
5321,50s,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5322,100s,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5323,200s,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5324,300s,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5325,400s,0.0,0.0,0.0,0.0,Michael Neser,Australia,Batting
5326,Matches,39.0,80.0,38.0,3.0,Alex Carey,Australia,Batting
5327,Innings,57.0,72.0,26.0,3.0,Alex Carey,Australia,Batting
5328,Runs,1757.0,2149.0,233.0,32.0,Alex Carey,Australia,Batting
5329,Balls,2824.0,2364.0,215.0,29.0,Alex Carey,Australia,Batting
5330,Highest,156.0,106.0,37.0,14.0,Alex Carey,Australia,Batting
5331,Average,35.14,35.82,11.1,16.0,Alex Carey,Australia,Batting
5332,SR,62.22,90.91,108.38,110.35,Alex Carey,Australia,Batting
5333,Not Out,7.0,12.0,5.0,1.0,Alex Carey,Australia,Batting
5334,Fours,186.0,203.0,19.0,0.0,Alex Carey,Australia,Batting
5335,Sixes,12.0,24.0,7.0,1.0,Alex Carey,Australia,Batting
5336,Ducks,3.0,4.0,2.0,0.0,Alex Carey,Australia,Batting
5337,50s,9.0,12.0,0.0,0.0,Alex Carey,Australia,Batting
5338,100s,2.0,1.0,0.0,0.0,Alex Carey,Australia,Batting
5339,200s,0.0,0.0,0.0,0.0,Alex Carey,Australia,Batting
5340,300s,0.0,0.0,0.0,0.0,Alex Carey,Australia,Batting
5341,400s,0.0,0.0,0.0,0.0,Alex Carey,Australia,Batting
5342,Matches,36.0,97.0,92.0,15.0,Matthew Wade,Australia,Batting
5343,Innings,63.0,83.0,68.0,14.0,Matthew Wade,Australia,Batting
5344,Runs,1613.0,1867.0,1202.0,183.0,Matthew Wade,Australia,Batting
5345,Balls,3203.0,2288.0,896.0,177.0,Matthew Wade,Australia,Batting
5346,Highest,117.0,100.0,80.0,35.0,Matthew Wade,Australia,Batting
5347,Average,29.87,26.3,26.13,13.07,Matthew Wade,Australia,Batting
5348,SR,50.36,81.6,134.16,103.39,Matthew Wade,Australia,Batting
5349,Not Out,9.0,12.0,22.0,0.0,Matthew Wade,Australia,Batting
5350,Fours,175.0,129.0,95.0,23.0,Matthew Wade,Australia,Batting
5351,Sixes,12.0,34.0,46.0,2.0,Matthew Wade,Australia,Batting
5352,Ducks,3.0,5.0,1.0,0.0,Matthew Wade,Australia,Batting
5353,50s,5.0,11.0,3.0,0.0,Matthew Wade,Australia,Batting
5354,100s,4.0,1.0,0.0,0.0,Matthew Wade,Australia,Batting
5355,200s,0.0,0.0,0.0,0.0,Matthew Wade,Australia,Batting
5356,300s,0.0,0.0,0.0,0.0,Matthew Wade,Australia,Batting
5357,400s,0.0,0.0,0.0,0.0,Matthew Wade,Australia,Batting
5358,Matches,35.0,35.0,12.0,2.0,Tim Paine,Australia,Batting
5359,Innings,57.0,35.0,9.0,2.0,Tim Paine,Australia,Batting
5360,Runs,1535.0,890.0,82.0,10.0,Tim Paine,Australia,Batting
5361,Balls,3355.0,1257.0,77.0,26.0,Tim Paine,Australia,Batting
5362,Highest,92.0,111.0,25.0,8.0,Tim Paine,Australia,Batting
5363,Average,32.66,27.81,10.25,5.0,Tim Paine,Australia,Batting
5364,SR,45.76,70.81,106.5,38.47,Tim Paine,Australia,Batting
5365,Not Out,10.0,3.0,1.0,0.0,Tim Paine,Australia,Batting
5366,Fours,172.0,96.0,7.0,0.0,Tim Paine,Australia,Batting
5367,Sixes,4.0,6.0,3.0,0.0,Tim Paine,Australia,Batting
5368,Ducks,4.0,1.0,2.0,0.0,Tim Paine,Australia,Batting
5369,50s,9.0,5.0,0.0,0.0,Tim Paine,Australia,Batting
5370,100s,0.0,1.0,0.0,0.0,Tim Paine,Australia,Batting
5371,200s,0.0,0.0,0.0,0.0,Tim Paine,Australia,Batting
5372,300s,0.0,0.0,0.0,0.0,Tim Paine,Australia,Batting
5373,400s,0.0,0.0,0.0,0.0,Tim Paine,Australia,Batting
5374,Matches,67.0,90.0,57.0,64.0,Pat Cummins,Australia,Batting
5375,Innings,97.0,59.0,27.0,46.0,Pat Cummins,Australia,Batting
5376,Runs,1454.0,537.0,158.0,571.0,Pat Cummins,Australia,Batting
5377,Balls,3155.0,703.0,133.0,380.0,Pat Cummins,Australia,Batting
5378,Highest,64.0,37.0,28.0,66.0,Pat Cummins,Australia,Batting
5379,Average,17.31,14.51,10.53,19.69,Pat Cummins,Australia,Batting
5380,SR,46.09,76.39,118.8,150.27,Pat Cummins,Australia,Batting
5381,Not Out,13.0,22.0,12.0,17.0,Pat Cummins,Australia,Batting
5382,Fours,144.0,43.0,11.0,38.0,Pat Cummins,Australia,Batting
5383,Sixes,31.0,12.0,7.0,38.0,Pat Cummins,Australia,Batting
5384,Ducks,13.0,8.0,4.0,4.0,Pat Cummins,Australia,Batting
5385,50s,3.0,0.0,0.0,3.0,Pat Cummins,Australia,Batting
5386,100s,0.0,0.0,0.0,0.0,Pat Cummins,Australia,Batting
5387,200s,0.0,0.0,0.0,0.0,Pat Cummins,Australia,Batting
5388,300s,0.0,0.0,0.0,0.0,Pat Cummins,Australia,Batting
5389,400s,0.0,0.0,0.0,0.0,Pat Cummins,Australia,Batting
5390,Matches,136.0,29.0,2.0,0.0,Nathan Lyon,Australia,Batting
5391,Innings,171.0,14.0,1.0,0.0,Nathan Lyon,Australia,Batting
5392,Runs,1595.0,77.0,4.0,0.0,Nathan Lyon,Australia,Batting
5393,Balls,3110.0,83.0,4.0,0.0,Nathan Lyon,Australia,Batting
5394,Highest,47.0,30.0,4.0,0.0,Nathan Lyon,Australia,Batting
5395,Average,12.86,19.25,0.0,0.0,Nathan Lyon,Australia,Batting
5396,SR,51.29,92.78,100.0,0.0,Nathan Lyon,Australia,Batting
5397,Not Out,47.0,10.0,1.0,0.0,Nathan Lyon,Australia,Batting
5398,Fours,201.0,7.0,0.0,0.0,Nathan Lyon,Australia,Batting
5399,Sixes,14.0,2.0,0.0,0.0,Nathan Lyon,Australia,Batting
5400,Ducks,18.0,1.0,0.0,0.0,Nathan Lyon,Australia,Batting
5401,50s,0.0,0.0,0.0,0.0,Nathan Lyon,Australia,Batting
5402,100s,0.0,0.0,0.0,0.0,Nathan Lyon,Australia,Batting
5403,200s,0.0,0.0,0.0,0.0,Nathan Lyon,Australia,Batting
5404,300s,0.0,0.0,0.0,0.0,Nathan Lyon,Australia,Batting
5405,400s,0.0,0.0,0.0,0.0,Nathan Lyon,Australia,Batting
5406,Matches,96.0,127.0,65.0,46.0,Mitchell Starc,Australia,Batting
5407,Innings,139.0,75.0,21.0,19.0,Mitchell Starc,Australia,Batting
5408,Runs,2217.0,577.0,98.0,108.0,Mitchell Starc,Australia,Batting
5409,Balls,3689.0,744.0,100.0,115.0,Mitchell Starc,Australia,Batting
5410,Highest,99.0,52.0,14.0,29.0,Mitchell Starc,Australia,Batting
5411,Average,20.15,12.02,9.8,10.8,Mitchell Starc,Australia,Batting
5412,SR,60.1,77.56,98.0,93.92,Mitchell Starc,Australia,Batting
5413,Not Out,29.0,27.0,11.0,9.0,Mitchell Starc,Australia,Batting
5414,Fours,220.0,42.0,4.0,11.0,Mitchell Starc,Australia,Batting
5415,Sixes,49.0,14.0,2.0,0.0,Mitchell Starc,Australia,Batting
5416,Ducks,14.0,12.0,0.0,2.0,Mitchell Starc,Australia,Batting
5417,50s,10.0,1.0,0.0,0.0,Mitchell Starc,Australia,Batting
5418,100s,0.0,0.0,0.0,0.0,Mitchell Starc,Australia,Batting
5419,200s,0.0,0.0,0.0,0.0,Mitchell Starc,Australia,Batting
5420,300s,0.0,0.0,0.0,0.0,Mitchell Starc,Australia,Batting
5421,400s,0.0,0.0,0.0,0.0,Mitchell Starc,Australia,Batting
5422,Matches,0.0,111.0,95.0,22.0,Adam Zampa,Australia,Batting
5423,Innings,0.0,55.0,22.0,5.0,Adam Zampa,Australia,Batting
5424,Runs,0.0,362.0,68.0,15.0,Adam Zampa,Australia,Batting
5425,Balls,0.0,545.0,76.0,24.0,Adam Zampa,Australia,Batting
5426,Highest,0.0,36.0,13.0,7.0,Adam Zampa,Australia,Batting
5427,Average,0.0,10.06,5.67,3.0,Adam Zampa,Australia,Batting
5428,SR,0.0,66.43,89.48,62.5,Adam Zampa,Australia,Batting
5429,Not Out,0.0,19.0,10.0,0.0,Adam Zampa,Australia,Batting
5430,Fours,0.0,31.0,7.0,1.0,Adam Zampa,Australia,Batting
5431,Sixes,0.0,2.0,0.0,0.0,Adam Zampa,Australia,Batting
5432,Ducks,0.0,6.0,3.0,1.0,Adam Zampa,Australia,Batting
5433,50s,0.0,0.0,0.0,0.0,Adam Zampa,Australia,Batting
5434,100s,0.0,0.0,0.0,0.0,Adam Zampa,Australia,Batting
5435,200s,0.0,0.0,0.0,0.0,Adam Zampa,Australia,Batting
5436,300s,0.0,0.0,0.0,0.0,Adam Zampa,Australia,Batting
5437,400s,0.0,0.0,0.0,0.0,Adam Zampa,Australia,Batting
5438,Matches,0.0,28.0,20.0,3.0,Sean Abbott,Australia,Batting
5439,Innings,0.0,21.0,7.0,3.0,Sean Abbott,Australia,Batting
5440,Runs,0.0,374.0,25.0,22.0,Sean Abbott,Australia,Batting
5441,Balls,0.0,388.0,27.0,18.0,Sean Abbott,Australia,Batting
5442,Highest,0.0,69.0,12.0,14.0,Sean Abbott,Australia,Batting
5443,Average,0.0,19.68,5.0,7.33,Sean Abbott,Australia,Batting
5444,SR,0.0,96.4,92.6,122.23,Sean Abbott,Australia,Batting
5445,Not Out,0.0,2.0,2.0,0.0,Sean Abbott,Australia,Batting
5446,Fours,0.0,32.0,1.0,1.0,Sean Abbott,Australia,Batting
5447,Sixes,0.0,13.0,1.0,2.0,Sean Abbott,Australia,Batting
5448,Ducks,0.0,1.0,2.0,0.0,Sean Abbott,Australia,Batting
5449,50s,0.0,2.0,0.0,0.0,Sean Abbott,Australia,Batting
5450,100s,0.0,0.0,0.0,0.0,Sean Abbott,Australia,Batting
5451,200s,0.0,0.0,0.0,0.0,Sean Abbott,Australia,Batting
5452,300s,0.0,0.0,0.0,0.0,Sean Abbott,Australia,Batting
5453,400s,0.0,0.0,0.0,0.0,Sean Abbott,Australia,Batting
5454,Matches,72.0,91.0,52.0,33.0,Josh Hazlewood,Australia,Batting
5455,Innings,88.0,35.0,10.0,6.0,Josh Hazlewood,Australia,Batting
5456,Runs,510.0,131.0,29.0,19.0,Josh Hazlewood,Australia,Batting
5457,Balls,1180.0,161.0,27.0,28.0,Josh Hazlewood,Australia,Batting
5458,Highest,39.0,23.0,13.0,7.0,Josh Hazlewood,Australia,Batting
5459,Average,11.86,16.38,9.67,0.0,Josh Hazlewood,Australia,Batting
5460,SR,43.23,81.37,107.41,67.86,Josh Hazlewood,Australia,Batting
5461,Not Out,45.0,27.0,7.0,6.0,Josh Hazlewood,Australia,Batting
5462,Fours,73.0,14.0,2.0,1.0,Josh Hazlewood,Australia,Batting
5463,Sixes,2.0,3.0,1.0,0.0,Josh Hazlewood,Australia,Batting
5464,Ducks,12.0,4.0,2.0,0.0,Josh Hazlewood,Australia,Batting
5465,50s,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia,Batting
5466,100s,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia,Batting
5467,200s,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia,Batting
5468,300s,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia,Batting
5469,400s,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia,Batting
5470,Matches,0.0,7.0,32.0,30.0,Andrew Tye,Australia,Batting
5471,Innings,0.0,7.0,15.0,13.0,Andrew Tye,Australia,Batting
5472,Runs,0.0,57.0,83.0,91.0,Andrew Tye,Australia,Batting
5473,Balls,0.0,48.0,76.0,76.0,Andrew Tye,Australia,Batting
5474,Highest,0.0,19.0,20.0,25.0,Andrew Tye,Australia,Batting
5475,Average,0.0,14.25,10.38,10.11,Andrew Tye,Australia,Batting
5476,SR,0.0,118.75,109.22,119.74,Andrew Tye,Australia,Batting
5477,Not Out,0.0,3.0,7.0,4.0,Andrew Tye,Australia,Batting
5478,Fours,0.0,5.0,5.0,6.0,Andrew Tye,Australia,Batting
5479,Sixes,0.0,2.0,4.0,5.0,Andrew Tye,Australia,Batting
5480,Ducks,0.0,0.0,3.0,2.0,Andrew Tye,Australia,Batting
5481,50s,0.0,0.0,0.0,0.0,Andrew Tye,Australia,Batting
5482,100s,0.0,0.0,0.0,0.0,Andrew Tye,Australia,Batting
5483,200s,0.0,0.0,0.0,0.0,Andrew Tye,Australia,Batting
5484,300s,0.0,0.0,0.0,0.0,Andrew Tye,Australia,Batting
5485,400s,0.0,0.0,0.0,0.0,Andrew Tye,Australia,Batting
5486,Matches,21.0,15.0,4.0,10.0,James Pattinson,Australia,Batting
5487,Innings,25.0,8.0,2.0,2.0,James Pattinson,Australia,Batting
5488,Runs,417.0,42.0,5.0,15.0,James Pattinson,Australia,Batting
5489,Balls,971.0,80.0,3.0,13.0,James Pattinson,Australia,Batting
5490,Highest,47.0,13.0,5.0,11.0,James Pattinson,Australia,Batting
5491,Average,26.06,10.5,0.0,15.0,James Pattinson,Australia,Batting
5492,SR,42.95,52.5,166.67,115.39,James Pattinson,Australia,Batting
5493,Not Out,9.0,4.0,2.0,1.0,James Pattinson,Australia,Batting
5494,Fours,44.0,2.0,1.0,2.0,James Pattinson,Australia,Batting
5495,Sixes,7.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5496,Ducks,2.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5497,50s,0.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5498,100s,0.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5499,200s,0.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5500,300s,0.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5501,400s,0.0,0.0,0.0,0.0,James Pattinson,Australia,Batting
5502,Matches,4.0,3.0,8.0,0.0,Mitchell Swepson,Australia,Batting
5503,Innings,5.0,1.0,5.0,0.0,Mitchell Swepson,Australia,Batting
5504,Runs,28.0,2.0,32.0,0.0,Mitchell Swepson,Australia,Batting
5505,Balls,54.0,2.0,23.0,0.0,Mitchell Swepson,Australia,Batting
5506,Highest,15.0,2.0,14.0,0.0,Mitchell Swepson,Australia,Batting
5507,Average,7.0,2.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5508,SR,51.86,100.0,139.14,0.0,Mitchell Swepson,Australia,Batting
5509,Not Out,1.0,0.0,5.0,0.0,Mitchell Swepson,Australia,Batting
5510,Fours,3.0,0.0,1.0,0.0,Mitchell Swepson,Australia,Batting
5511,Sixes,0.0,0.0,2.0,0.0,Mitchell Swepson,Australia,Batting
5512,Ducks,1.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5513,50s,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5514,100s,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5515,200s,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5516,300s,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5517,400s,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia,Batting
5518,Matches,3.0,147.0,61.0,0.0,William Porterfield,Ireland,Batting
5519,Innings,6.0,145.0,59.0,0.0,William Porterfield,Ireland,Batting
5520,Runs,58.0,4343.0,1079.0,0.0,William Porterfield,Ireland,Batting
5521,Balls,227.0,6297.0,971.0,0.0,William Porterfield,Ireland,Batting
5522,Highest,32.0,139.0,72.0,0.0,William Porterfield,Ireland,Batting
5523,Average,9.67,30.58,20.36,0.0,William Porterfield,Ireland,Batting
5524,SR,25.56,68.97,111.13,0.0,William Porterfield,Ireland,Batting
5525,Not Out,0.0,3.0,6.0,0.0,William Porterfield,Ireland,Batting
5526,Fours,7.0,455.0,120.0,0.0,William Porterfield,Ireland,Batting
5527,Sixes,0.0,32.0,23.0,0.0,William Porterfield,Ireland,Batting
5528,Ducks,1.0,12.0,5.0,0.0,William Porterfield,Ireland,Batting
5529,50s,0.0,20.0,3.0,0.0,William Porterfield,Ireland,Batting
5530,100s,0.0,11.0,0.0,0.0,William Porterfield,Ireland,Batting
5531,200s,0.0,0.0,0.0,0.0,William Porterfield,Ireland,Batting
5532,300s,0.0,0.0,0.0,0.0,William Porterfield,Ireland,Batting
5533,400s,0.0,0.0,0.0,0.0,William Porterfield,Ireland,Batting
5534,Matches,6.0,10.0,0.0,0.0,James McCollum,Ireland,Batting
5535,Innings,12.0,10.0,0.0,0.0,James McCollum,Ireland,Batting
5536,Runs,199.0,188.0,0.0,0.0,James McCollum,Ireland,Batting
5537,Balls,502.0,280.0,0.0,0.0,James McCollum,Ireland,Batting
5538,Highest,39.0,73.0,0.0,0.0,James McCollum,Ireland,Batting
5539,Average,16.58,18.8,0.0,0.0,James McCollum,Ireland,Batting
5540,SR,39.65,67.15,0.0,0.0,James McCollum,Ireland,Batting
5541,Not Out,0.0,0.0,0.0,0.0,James McCollum,Ireland,Batting
5542,Fours,27.0,26.0,0.0,0.0,James McCollum,Ireland,Batting
5543,Sixes,0.0,1.0,0.0,0.0,James McCollum,Ireland,Batting
5544,Ducks,1.0,1.0,0.0,0.0,James McCollum,Ireland,Batting
5545,50s,0.0,2.0,0.0,0.0,James McCollum,Ireland,Batting
5546,100s,0.0,0.0,0.0,0.0,James McCollum,Ireland,Batting
5547,200s,0.0,0.0,0.0,0.0,James McCollum,Ireland,Batting
5548,300s,0.0,0.0,0.0,0.0,James McCollum,Ireland,Batting
5549,400s,0.0,0.0,0.0,0.0,James McCollum,Ireland,Batting
5550,Matches,10.0,113.0,109.0,0.0,Andrew Balbirnie,Ireland,Batting
5551,Innings,20.0,108.0,106.0,0.0,Andrew Balbirnie,Ireland,Batting
5552,Runs,476.0,3149.0,2392.0,0.0,Andrew Balbirnie,Ireland,Batting
5553,Balls,935.0,4250.0,1941.0,0.0,Andrew Balbirnie,Ireland,Batting
5554,Highest,95.0,145.0,83.0,0.0,Andrew Balbirnie,Ireland,Batting
5555,Average,25.05,31.18,23.22,0.0,Andrew Balbirnie,Ireland,Batting
5556,SR,50.91,74.1,123.24,0.0,Andrew Balbirnie,Ireland,Batting
5557,Not Out,1.0,7.0,3.0,0.0,Andrew Balbirnie,Ireland,Batting
5558,Fours,55.0,300.0,254.0,0.0,Andrew Balbirnie,Ireland,Batting
